epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,10122.2,0.84314,0.40585,0.88832,0.9889,0.99273,0.9938,0.70169,1.00605,0.36298,0.81875,4.9e-05,4.9e-05,4.9e-05
172,10181.6,0.83998,0.40058,0.89161,0.98956,0.99261,0.99381,0.70193,1.00517,0.36256,0.81839,4.87e-05,4.87e-05,4.87e-05
173,10240.8,0.82958,0.39735,0.88453,0.98955,0.99263,0.99383,0.70247,1.0041,0.36195,0.81807,4.84e-05,4.84e-05,4.84e-05
174,10300.1,0.82679,0.39674,0.88491,0.98881,0.99272,0.99385,0.70309,1.00296,0.36188,0.81779,4.81e-05,4.81e-05,4.81e-05
175,10359.3,0.83425,0.40222,0.88508,0.98932,0.99279,0.99388,0.704,1.0019,0.36151,0.81748,4.78e-05,4.78e-05,4.78e-05
176,10418.4,0.82553,0.39452,0.88596,0.98925,0.9929,0.9939,0.70441,1.00087,0.36115,0.8172,4.75e-05,4.75e-05,4.75e-05
177,10477.8,0.82488,0.39721,0.88554,0.98928,0.9929,0.9939,0.70509,0.9993,0.36107,0.81678,4.72e-05,4.72e-05,4.72e-05
178,10537,0.82323,0.39525,0.88495,0.98905,0.99324,0.99393,0.70503,0.9981,0.36075,0.81646,4.69e-05,4.69e-05,4.69e-05
179,10596.2,0.81991,0.39697,0.88471,0.98914,0.99318,0.99394,0.70529,0.99681,0.36009,0.81614,4.66e-05,4.66e-05,4.66e-05
180,10655.3,0.81377,0.39366,0.88094,0.98923,0.99307,0.99395,0.70604,0.99634,0.3598,0.81602,4.63e-05,4.63e-05,4.63e-05
181,10714.4,0.81451,0.39037,0.88197,0.9892,0.99377,0.99396,0.70664,0.99538,0.3598,0.8158,4.6e-05,4.6e-05,4.6e-05
182,10773.6,0.81679,0.39913,0.88422,0.9892,0.99371,0.99398,0.70767,0.99431,0.35957,0.81544,4.57e-05,4.57e-05,4.57e-05
183,10832.8,0.81214,0.39182,0.8853,0.99012,0.99345,0.99399,0.70773,0.99328,0.35917,0.81518,4.54e-05,4.54e-05,4.54e-05
184,10891.9,0.81646,0.39286,0.88334,0.99023,0.99331,0.994,0.70786,0.99218,0.35843,0.81478,4.51e-05,4.51e-05,4.51e-05
185,10951,0.81095,0.39612,0.88015,0.99027,0.99329,0.99403,0.70777,0.99091,0.3584,0.81445,4.48e-05,4.48e-05,4.48e-05
186,11010,0.80238,0.38989,0.87832,0.99027,0.99338,0.99405,0.70867,0.98963,0.35763,0.8141,4.45e-05,4.45e-05,4.45e-05
187,11069.1,0.80316,0.38966,0.87753,0.99057,0.99299,0.99406,0.70894,0.98875,0.35726,0.81388,4.42e-05,4.42e-05,4.42e-05
188,11128.2,0.80752,0.38791,0.87937,0.9906,0.99301,0.99408,0.70893,0.98779,0.35753,0.81366,4.39e-05,4.39e-05,4.39e-05
189,11187.4,0.80081,0.38825,0.88,0.99067,0.99304,0.99411,0.70906,0.98702,0.35639,0.8134,4.36e-05,4.36e-05,4.36e-05
190,11246.5,0.80109,0.38727,0.87863,0.99063,0.99312,0.99412,0.70824,0.98574,0.35621,0.81309,4.33e-05,4.33e-05,4.33e-05
191,11305.7,0.80113,0.38925,0.88132,0.99074,0.99314,0.99415,0.70923,0.98472,0.35582,0.81278,4.3e-05,4.3e-05,4.3e-05
192,11364.8,0.79595,0.38425,0.87748,0.99085,0.99319,0.99416,0.70973,0.98352,0.35579,0.81249,4.27e-05,4.27e-05,4.27e-05
193,11423.9,0.79592,0.38336,0.87712,0.99157,0.99318,0.99418,0.71009,0.98227,0.35522,0.81212,4.24e-05,4.24e-05,4.24e-05
194,11483.1,0.799,0.38639,0.87978,0.99175,0.99313,0.9942,0.71088,0.98093,0.35515,0.81171,4.21e-05,4.21e-05,4.21e-05
195,11542.3,0.79403,0.38242,0.87863,0.99184,0.99309,0.99421,0.71141,0.9799,0.35437,0.81144,4.18e-05,4.18e-05,4.18e-05
196,11601.8,0.7889,0.3807,0.87609,0.99196,0.99301,0.99422,0.71209,0.97843,0.35412,0.81108,4.15e-05,4.15e-05,4.15e-05
197,11661,0.78093,0.38212,0.87429,0.99199,0.99301,0.99422,0.71281,0.97776,0.35404,0.8109,4.12e-05,4.12e-05,4.12e-05
198,11720,0.78851,0.38241,0.87734,0.99176,0.99314,0.99422,0.71369,0.97622,0.35414,0.81056,4.09e-05,4.09e-05,4.09e-05
199,11779.4,0.78795,0.38342,0.87691,0.99149,0.99326,0.99425,0.71471,0.97509,0.35299,0.81031,4.06e-05,4.06e-05,4.06e-05
200,11838.7,0.78345,0.37906,0.87456,0.99103,0.99359,0.99426,0.71434,0.97426,0.35298,0.80999,4.03e-05,4.03e-05,4.03e-05
201,11897.8,0.77634,0.38148,0.87445,0.99112,0.99349,0.99428,0.7138,0.97312,0.35231,0.80962,4e-05,4e-05,4e-05
202,11957,0.78037,0.38093,0.87501,0.99114,0.99352,0.9943,0.71521,0.97225,0.352,0.80929,3.97e-05,3.97e-05,3.97e-05
203,12016.2,0.78273,0.3789,0.87389,0.9913,0.99347,0.99432,0.71525,0.97112,0.35178,0.80896,3.94e-05,3.94e-05,3.94e-05
204,12075.3,0.77683,0.37932,0.8735,0.99127,0.99345,0.99434,0.71539,0.96973,0.35147,0.80864,3.91e-05,3.91e-05,3.91e-05
205,12134.5,0.78133,0.38155,0.87491,0.99175,0.99401,0.99436,0.71571,0.96905,0.35162,0.80835,3.88e-05,3.88e-05,3.88e-05
206,12193.7,0.78113,0.37964,0.87347,0.99136,0.99408,0.99438,0.71564,0.96793,0.35079,0.80805,3.85e-05,3.85e-05,3.85e-05
207,12252.9,0.77733,0.3783,0.87521,0.99151,0.99405,0.99439,0.71665,0.96652,0.35097,0.80768,3.82e-05,3.82e-05,3.82e-05
208,12312.1,0.7705,0.37806,0.87421,0.99152,0.99403,0.9944,0.71738,0.96533,0.35067,0.80741,3.79e-05,3.79e-05,3.79e-05
209,12371.2,0.77239,0.37951,0.8736,0.99303,0.99381,0.99441,0.71769,0.964,0.35057,0.80708,3.76e-05,3.76e-05,3.76e-05
210,12430.3,0.76584,0.3774,0.87132,0.99303,0.99371,0.99442,0.71797,0.96284,0.3499,0.80679,3.73e-05,3.73e-05,3.73e-05
211,12489.5,0.766,0.37037,0.87395,0.993,0.99373,0.99442,0.71709,0.9616,0.3492,0.80644,3.7e-05,3.7e-05,3.7e-05
212,12548.5,0.76392,0.36878,0.87066,0.99294,0.99375,0.99443,0.71775,0.96058,0.34911,0.8062,3.67e-05,3.67e-05,3.67e-05
213,12607.6,0.76544,0.37245,0.87133,0.99284,0.99381,0.99444,0.71856,0.95873,0.34849,0.8058,3.64e-05,3.64e-05,3.64e-05
214,12666.6,0.75673,0.36911,0.86935,0.99271,0.99388,0.99446,0.71903,0.95822,0.34819,0.80551,3.61e-05,3.61e-05,3.61e-05
215,12725.7,0.76031,0.36866,0.86965,0.99261,0.99397,0.99447,0.71935,0.9564,0.34768,0.80512,3.58e-05,3.58e-05,3.58e-05
216,12784.8,0.76381,0.36881,0.86827,0.99253,0.99399,0.99448,0.72033,0.95585,0.34763,0.80486,3.55e-05,3.55e-05,3.55e-05
217,12844.1,0.76323,0.37244,0.86878,0.9925,0.99399,0.99448,0.72026,0.95406,0.34694,0.80446,3.52e-05,3.52e-05,3.52e-05
218,12903.1,0.75208,0.36984,0.86756,0.99251,0.994,0.99449,0.72044,0.9529,0.34668,0.8042,3.49e-05,3.49e-05,3.49e-05
219,12962.3,0.7578,0.37152,0.86993,0.99249,0.99405,0.99449,0.72001,0.95173,0.34627,0.80389,3.46e-05,3.46e-05,3.46e-05
220,13021.6,0.74432,0.36619,0.86512,0.99248,0.99402,0.99449,0.72176,0.95048,0.34575,0.80365,3.43e-05,3.43e-05,3.43e-05
221,13080.9,0.7458,0.36321,0.86773,0.99245,0.99404,0.99451,0.72173,0.94917,0.34576,0.80333,3.4e-05,3.4e-05,3.4e-05
222,13140,0.75033,0.36664,0.86526,0.99243,0.99407,0.9945,0.72169,0.94827,0.34552,0.80303,3.37e-05,3.37e-05,3.37e-05
223,13199.1,0.74311,0.36466,0.86391,0.99239,0.99408,0.99451,0.72207,0.94696,0.34484,0.80266,3.34e-05,3.34e-05,3.34e-05
224,13258.2,0.74895,0.36295,0.86718,0.99237,0.99408,0.99451,0.72206,0.94523,0.34484,0.80233,3.31e-05,3.31e-05,3.31e-05
225,13317.4,0.75315,0.37011,0.86592,0.9924,0.99393,0.99451,0.72275,0.94442,0.34416,0.80202,3.28e-05,3.28e-05,3.28e-05
226,13376.6,0.75124,0.36452,0.86433,0.99237,0.9939,0.99452,0.72295,0.94354,0.34397,0.80177,3.25e-05,3.25e-05,3.25e-05
227,13435.7,0.74832,0.36774,0.86675,0.99241,0.99341,0.99454,0.72352,0.94238,0.34336,0.80146,3.22e-05,3.22e-05,3.22e-05
228,13494.7,0.74435,0.36395,0.86472,0.99312,0.99387,0.99455,0.72422,0.94122,0.34312,0.80115,3.19e-05,3.19e-05,3.19e-05
229,13553.9,0.73764,0.35727,0.86162,0.99323,0.99374,0.99456,0.72456,0.94055,0.34325,0.8008,3.16e-05,3.16e-05,3.16e-05
230,13613,0.74032,0.36174,0.86345,0.99296,0.99384,0.99456,0.72504,0.93941,0.34299,0.80045,3.13e-05,3.13e-05,3.13e-05
231,13672.1,0.74007,0.36249,0.86619,0.99293,0.99385,0.99456,0.72498,0.93839,0.34253,0.80018,3.1e-05,3.1e-05,3.1e-05
232,13731.2,0.73713,0.36104,0.86423,0.99303,0.99359,0.99457,0.72533,0.93688,0.34252,0.79976,3.07e-05,3.07e-05,3.07e-05
233,13790.5,0.73155,0.36063,0.86392,0.99305,0.99354,0.99458,0.72618,0.93572,0.342,0.79951,3.04e-05,3.04e-05,3.04e-05
234,13849.7,0.73688,0.3638,0.86253,0.99309,0.99353,0.99458,0.72648,0.93476,0.34132,0.79914,3.01e-05,3.01e-05,3.01e-05
235,13909,0.73573,0.35889,0.8628,0.99307,0.9935,0.99457,0.72718,0.93358,0.34191,0.79886,2.98e-05,2.98e-05,2.98e-05
236,13968.1,0.73151,0.35955,0.86145,0.99313,0.99353,0.99458,0.72742,0.93251,0.34059,0.7986,2.95e-05,2.95e-05,2.95e-05
237,14027.4,0.73231,0.35593,0.86102,0.99316,0.99354,0.99459,0.72806,0.93157,0.34018,0.79831,2.92e-05,2.92e-05,2.92e-05
238,14086.4,0.73351,0.35992,0.86253,0.9931,0.99359,0.99458,0.72886,0.93044,0.34,0.798,2.89e-05,2.89e-05,2.89e-05
239,14145.5,0.72019,0.35411,0.85921,0.9924,0.99493,0.99458,0.72913,0.92916,0.33972,0.79763,2.86e-05,2.86e-05,2.86e-05
240,14204.6,0.72548,0.3611,0.86159,0.99232,0.99495,0.99458,0.72942,0.92803,0.33935,0.79729,2.83e-05,2.83e-05,2.83e-05
241,14263.7,0.72476,0.35654,0.86035,0.99242,0.99544,0.9946,0.72974,0.92682,0.33969,0.79705,2.8e-05,2.8e-05,2.8e-05
242,14322.8,0.73144,0.35787,0.86154,0.99241,0.99546,0.9946,0.7302,0.92533,0.33875,0.79675,2.77e-05,2.77e-05,2.77e-05
243,14381.9,0.72528,0.35836,0.85995,0.99243,0.99543,0.9946,0.73079,0.92406,0.33875,0.79634,2.74e-05,2.74e-05,2.74e-05
244,14441,0.72078,0.35342,0.86001,0.99245,0.99545,0.99461,0.73137,0.923,0.33839,0.79613,2.71e-05,2.71e-05,2.71e-05
245,14500.1,0.72163,0.35615,0.86167,0.99251,0.99538,0.99461,0.73205,0.92175,0.33758,0.79574,2.68e-05,2.68e-05,2.68e-05
246,14559.3,0.71995,0.35436,0.85862,0.99252,0.99536,0.99461,0.73194,0.92058,0.33729,0.79541,2.65e-05,2.65e-05,2.65e-05
247,14618.4,0.71686,0.34912,0.85759,0.99252,0.99531,0.99463,0.73287,0.91938,0.33688,0.79507,2.62e-05,2.62e-05,2.62e-05
248,14677.6,0.71729,0.35589,0.86007,0.99253,0.9953,0.99464,0.73201,0.91777,0.3369,0.79475,2.59e-05,2.59e-05,2.59e-05
249,14736.6,0.71734,0.35115,0.85612,0.99252,0.9952,0.99464,0.73314,0.91616,0.3368,0.79444,2.56e-05,2.56e-05,2.56e-05
250,14795.8,0.71322,0.35054,0.85847,0.99252,0.99514,0.99465,0.73315,0.91523,0.33638,0.79422,2.53e-05,2.53e-05,2.53e-05
251,14855,0.71077,0.3509,0.85694,0.99253,0.99515,0.99465,0.73372,0.91435,0.3362,0.7939,2.5e-05,2.5e-05,2.5e-05
252,14914.2,0.71675,0.3547,0.85659,0.99257,0.99517,0.99467,0.73426,0.91327,0.33574,0.79362,2.47e-05,2.47e-05,2.47e-05
253,14973.3,0.7154,0.35425,0.85954,0.99261,0.99518,0.99467,0.73481,0.91247,0.3358,0.79329,2.44e-05,2.44e-05,2.44e-05
254,15032.3,0.70928,0.35216,0.85573,0.99262,0.99522,0.99467,0.73531,0.91112,0.33572,0.79297,2.41e-05,2.41e-05,2.41e-05
255,15091.3,0.70672,0.34994,0.85528,0.99264,0.99522,0.99468,0.73565,0.90972,0.33526,0.79263,2.38e-05,2.38e-05,2.38e-05
256,15150.6,0.70938,0.34939,0.85579,0.99314,0.99554,0.99469,0.73659,0.90933,0.33468,0.79244,2.35e-05,2.35e-05,2.35e-05
257,15209.8,0.71187,0.35197,0.85482,0.99313,0.99556,0.99471,0.73674,0.90814,0.33459,0.79233,2.32e-05,2.32e-05,2.32e-05
258,15268.8,0.70876,0.34725,0.8563,0.9931,0.99564,0.99472,0.73645,0.90693,0.33394,0.79197,2.29e-05,2.29e-05,2.29e-05
259,15327.8,0.70596,0.3474,0.85495,0.99309,0.99564,0.99472,0.73767,0.90594,0.33356,0.79176,2.26e-05,2.26e-05,2.26e-05
260,15386.8,0.69565,0.34809,0.85389,0.99308,0.99566,0.99472,0.73763,0.90479,0.33277,0.79156,2.23e-05,2.23e-05,2.23e-05
261,15445.8,0.69605,0.34271,0.85522,0.99309,0.99566,0.99473,0.73816,0.9041,0.33245,0.79134,2.2e-05,2.2e-05,2.2e-05
262,15504.8,0.6992,0.34786,0.85486,0.99307,0.9957,0.99473,0.73841,0.90324,0.33235,0.79104,2.17e-05,2.17e-05,2.17e-05
263,15564,0.7061,0.34815,0.85357,0.99302,0.99575,0.99473,0.73911,0.90247,0.3323,0.79078,2.14e-05,2.14e-05,2.14e-05
264,15623.2,0.69521,0.34694,0.85168,0.99305,0.99574,0.99472,0.73881,0.9017,0.33175,0.79057,2.11e-05,2.11e-05,2.11e-05
265,15682.3,0.69921,0.3461,0.85126,0.99303,0.99575,0.99473,0.73886,0.90034,0.33132,0.79028,2.08e-05,2.08e-05,2.08e-05
266,15741.2,0.69889,0.34426,0.85524,0.99309,0.99575,0.99472,0.7391,0.89942,0.33163,0.79007,2.05e-05,2.05e-05,2.05e-05
267,15800.2,0.70127,0.34443,0.85512,0.99309,0.99575,0.99472,0.73961,0.89788,0.33179,0.78986,2.02e-05,2.02e-05,2.02e-05
268,15859.3,0.696,0.34868,0.85572,0.99307,0.99579,0.99472,0.7396,0.89656,0.33136,0.78953,1.99e-05,1.99e-05,1.99e-05
269,15918.4,0.69581,0.34241,0.85235,0.99303,0.99586,0.99472,0.74105,0.8953,0.33043,0.78925,1.96e-05,1.96e-05,1.96e-05
270,15977.4,0.69601,0.34719,0.85597,0.99301,0.99588,0.99472,0.74045,0.89487,0.33053,0.78901,1.93e-05,1.93e-05,1.93e-05
271,16036.4,0.6926,0.34453,0.85233,0.99302,0.9959,0.9947,0.74095,0.89393,0.32919,0.78882,1.9e-05,1.9e-05,1.9e-05
272,16095.5,0.69474,0.34526,0.85065,0.99305,0.9959,0.99469,0.742,0.89238,0.32892,0.78858,1.87e-05,1.87e-05,1.87e-05
273,16154.6,0.69316,0.34619,0.85413,0.99304,0.99592,0.99469,0.74257,0.89176,0.3284,0.78837,1.84e-05,1.84e-05,1.84e-05
274,16213.7,0.68715,0.34223,0.85233,0.99307,0.99593,0.99469,0.74283,0.89054,0.32899,0.78807,1.81e-05,1.81e-05,1.81e-05
275,16272.8,0.68403,0.34123,0.85087,0.9931,0.99593,0.9947,0.743,0.88943,0.329,0.78782,1.78e-05,1.78e-05,1.78e-05
276,16331.8,0.684,0.34153,0.84913,0.99313,0.99593,0.99473,0.7439,0.88874,0.32809,0.7876,1.75e-05,1.75e-05,1.75e-05
277,16390.8,0.68506,0.34065,0.85161,0.99311,0.99594,0.99473,0.74362,0.88792,0.3285,0.78741,1.72e-05,1.72e-05,1.72e-05
278,16449.9,0.68364,0.34205,0.85215,0.99311,0.99596,0.99473,0.74403,0.88682,0.32859,0.78715,1.69e-05,1.69e-05,1.69e-05
279,16509.1,0.68732,0.34081,0.85216,0.99315,0.99593,0.99473,0.74449,0.88657,0.32835,0.78697,1.66e-05,1.66e-05,1.66e-05
280,16568.4,0.68301,0.34108,0.85105,0.99315,0.99598,0.99473,0.74523,0.8853,0.32822,0.78677,1.63e-05,1.63e-05,1.63e-05
281,16627.6,0.68167,0.33962,0.85087,0.99317,0.99599,0.99473,0.7455,0.88458,0.32771,0.78658,1.6e-05,1.6e-05,1.6e-05
282,16686.9,0.67765,0.33687,0.8475,0.99255,0.99532,0.99465,0.74545,0.88335,0.32673,0.78636,1.57e-05,1.57e-05,1.57e-05
283,16746,0.67999,0.33514,0.84886,0.99253,0.99532,0.99467,0.74664,0.88291,0.32619,0.78616,1.54e-05,1.54e-05,1.54e-05
284,16805.2,0.67893,0.3374,0.84835,0.99254,0.99531,0.99467,0.74663,0.8822,0.3257,0.78592,1.51e-05,1.51e-05,1.51e-05
285,16864.4,0.67658,0.3386,0.84704,0.99256,0.99536,0.99467,0.74709,0.88084,0.32572,0.78571,1.48e-05,1.48e-05,1.48e-05
286,16923.4,0.67595,0.33694,0.84922,0.99263,0.99537,0.99467,0.74739,0.87956,0.32552,0.78544,1.45e-05,1.45e-05,1.45e-05
287,16982.5,0.6728,0.33757,0.84796,0.99259,0.99544,0.99469,0.74742,0.87875,0.32518,0.78518,1.42e-05,1.42e-05,1.42e-05
288,17041.7,0.67298,0.33573,0.8469,0.99259,0.99544,0.9947,0.74795,0.87812,0.32507,0.78504,1.39e-05,1.39e-05,1.39e-05
289,17100.9,0.67262,0.33546,0.84812,0.99262,0.99543,0.9947,0.74789,0.87743,0.32598,0.78472,1.36e-05,1.36e-05,1.36e-05
290,17159.8,0.67321,0.3374,0.84644,0.99262,0.99533,0.99469,0.74886,0.87633,0.32495,0.78445,1.33e-05,1.33e-05,1.33e-05
291,17220,0.65424,0.31202,0.85635,0.99259,0.99534,0.9947,0.74839,0.87561,0.32456,0.78433,1.3e-05,1.3e-05,1.3e-05
292,17278.8,0.62031,0.29554,0.84678,0.99273,0.9947,0.9947,0.74893,0.87495,0.3247,0.78418,1.27e-05,1.27e-05,1.27e-05
293,17337.6,0.60359,0.28676,0.84384,0.99274,0.99469,0.99469,0.74936,0.87448,0.32464,0.78399,1.24e-05,1.24e-05,1.24e-05
294,17396.4,0.60141,0.28807,0.84224,0.9927,0.99471,0.99469,0.74985,0.874,0.32459,0.7839,1.21e-05,1.21e-05,1.21e-05
295,17455.2,0.59666,0.28904,0.84285,0.99275,0.99465,0.99469,0.74949,0.87333,0.32434,0.78372,1.18e-05,1.18e-05,1.18e-05
296,17513.9,0.58913,0.28417,0.8384,0.9966,0.99163,0.99469,0.74977,0.87254,0.32462,0.78351,1.15e-05,1.15e-05,1.15e-05
297,17572.5,0.59169,0.28734,0.8395,0.99671,0.99156,0.99469,0.75078,0.872,0.32433,0.78335,1.12e-05,1.12e-05,1.12e-05
298,17631.1,0.59214,0.28474,0.84243,0.99439,0.99255,0.99469,0.75123,0.87051,0.32389,0.78306,1.09e-05,1.09e-05,1.09e-05
299,17689.7,0.59158,0.28523,0.84015,0.99277,0.99456,0.99469,0.75143,0.86978,0.32394,0.78285,1.06e-05,1.06e-05,1.06e-05
300,17748.3,0.58384,0.28544,0.83906,0.99306,0.99455,0.99469,0.75173,0.86846,0.32391,0.78264,1.03e-05,1.03e-05,1.03e-05
